stock_id,stock_name,episode_start_date,evaluation_date,dataset,production_market_regime,market_path_state,normal_winner_enrichment_eligible,day0_state,day1_state,day3_state,episode_outcome,promotion_outcome,maturity_status,selection_use,point_in_time_valid
2023,燁輝,2026-07-14,2026-07-14,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
2207,和泰車,2026-07-14,2026-07-14,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
2704,國賓,2026-07-14,2026-07-14,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
3702,大聯大,2026-07-14,2026-07-14,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
4104,佳醫,2026-07-14,2026-07-14,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
4106,雃博,2026-07-14,2026-07-14,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
4736,泰博,2026-07-14,2026-07-14,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
5306,桂盟,2026-07-14,2026-07-14,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
5525,順天,2026-07-14,2026-07-14,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
5538,東明-KY,2026-07-14,2026-07-14,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
6534,正瀚-創,2026-07-14,2026-07-14,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
8411,福貞-KY,2026-07-14,2026-07-14,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
8462,柏文,2026-07-14,2026-07-14,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
8481,政伸,2026-07-14,2026-07-14,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
910322,康師傅-DR,2026-07-14,2026-07-14,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
2015,豐興,2026-07-15,2026-07-15,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
6464,台數科,2026-07-15,2026-07-15,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
6598,ABC-KY,2026-07-15,2026-07-15,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
6669,緯穎,2026-07-15,2026-07-15,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
6887,寶綠特-KY,2026-07-15,2026-07-15,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
8478,東哥遊艇,2026-07-15,2026-07-15,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
8499,鼎炫-KY,2026-07-15,2026-07-15,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
9927,泰銘,2026-07-15,2026-07-15,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
00715L,期街口布蘭特正2,2026-07-16,2026-07-16,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
00916,國泰全球品牌50,2026-07-16,2026-07-16,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
1101,台泥,2026-07-16,2026-07-16,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
1103,嘉泥,2026-07-16,2026-07-16,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
1110,東泥,2026-07-16,2026-07-16,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
1436,華友聯,2026-07-16,2026-07-16,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
1439,雋揚,2026-07-16,2026-07-16,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
1442,名軒,2026-07-16,2026-07-16,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
1732,毛寶,2026-07-16,2026-07-16,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
2459,敦吉,2026-07-16,2026-07-16,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
2524,京城,2026-07-16,2026-07-16,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
3266,昇陽,2026-07-16,2026-07-16,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
6789,采鈺,2026-07-16,2026-07-16,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
8404,百和興業-KY,2026-07-16,2026-07-16,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
OilGasElectricity,油電燃氣類指數,2026-07-16,2026-07-16,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
00632R,元大台灣50反1,2026-07-17,2026-07-17,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
00642U,期元大S&P石油,2026-07-17,2026-07-17,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
00664R,國泰臺灣加權反1,2026-07-17,2026-07-17,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
00676R,富邦臺灣加權反1,2026-07-17,2026-07-17,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
1201,味全,2026-07-17,2026-07-17,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
1231,聯華食,2026-07-17,2026-07-17,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
1323,永裕,2026-07-17,2026-07-17,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
2008,高興昌,2026-07-17,2026-07-17,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
2024,志聯,2026-07-17,2026-07-17,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
2105,正新,2026-07-17,2026-07-17,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
2115,六暉-KY,2026-07-17,2026-07-17,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
2608,嘉里大榮,2026-07-17,2026-07-17,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
2929,淘帝-KY,2026-07-17,2026-07-17,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
3024,憶聲,2026-07-17,2026-07-17,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
4582,聚恆-創,2026-07-17,2026-07-17,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
6937,天虹,2026-07-17,2026-07-17,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
00665L,富邦恒生國企正2,2026-07-20,2026-07-20,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
00686R,群益臺灣加權反1,2026-07-20,2026-07-20,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
1220,台榮,2026-07-20,2026-07-20,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
1233,天仁,2026-07-20,2026-07-20,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
1235,興泰,2026-07-20,2026-07-20,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
1614,三洋電,2026-07-20,2026-07-20,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
2762,世界健身-KY,2026-07-20,2026-07-20,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
3679,新至陞,2026-07-20,2026-07-20,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
4770,上品,2026-07-20,2026-07-20,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
6281,全國電,2026-07-20,2026-07-20,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
6969,成信實業*-創,2026-07-20,2026-07-20,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
7740,熙特爾-創,2026-07-20,2026-07-20,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
8367,建新國際,2026-07-20,2026-07-20,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
9939,宏全,2026-07-20,2026-07-20,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
00753L,中信中國50正2,2026-07-21,2026-07-21,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
2029,盛餘,2026-07-21,2026-07-21,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
2347,聯強,2026-07-21,2026-07-21,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
8045,達運光電,2026-07-21,2026-07-21,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
9103,美德醫療-DR,2026-07-21,2026-07-21,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
9924,福興,2026-07-21,2026-07-21,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
00636,國泰中國A50,2026-07-22,2026-07-22,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
00669R,國泰美國道瓊反1,2026-07-22,2026-07-22,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
00693U,期街口S&P黃豆,2026-07-22,2026-07-22,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
00700,富邦恒生國企,2026-07-22,2026-07-22,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
00702,國泰標普低波高息,2026-07-22,2026-07-22,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
