unit,stock_id,episode_start_date,confirmation_date,feature_as_of_date,max_source_date,promotion_reference_close,point_in_time_valid,future_feature_used,outcome_used_in_decision,audit_status
DAY3,2330,2026-06-23,2026-06-26,2026-06-26,2026-06-26,2340.0,True,False,False,POINT_IN_TIME_VALID
DAY3,2646,2026-06-23,2026-06-26,2026-06-26,2026-06-26,21.2,True,False,False,POINT_IN_TIME_VALID
DAY3,6257,2026-06-23,2026-06-26,2026-06-26,2026-06-26,224.0,True,False,False,POINT_IN_TIME_VALID
DAY3,2399,2026-06-23,2026-06-26,2026-06-26,2026-06-26,48.5,True,False,False,POINT_IN_TIME_VALID
DAY3,8438,2026-06-23,2026-06-26,2026-06-26,2026-06-26,92.7,True,False,False,POINT_IN_TIME_VALID
DAY3,1529,2026-06-23,2026-06-26,2026-06-26,2026-06-26,21.75,True,False,False,POINT_IN_TIME_VALID
DAY3,9940,2026-06-23,2026-06-26,2026-06-26,2026-06-26,18.95,True,False,False,POINT_IN_TIME_VALID
DAY3,8046,2026-06-23,2026-06-26,2026-06-26,2026-06-26,1125.0,True,False,False,POINT_IN_TIME_VALID
DAY3,9930,2026-06-23,2026-06-26,2026-06-26,2026-06-26,66.3,True,False,False,POINT_IN_TIME_VALID
DAY3,1437,2026-06-23,2026-06-26,2026-06-26,2026-06-26,30.1,True,False,False,POINT_IN_TIME_VALID
DAY3,3712,2026-06-23,2026-06-26,2026-06-26,2026-06-26,17.35,True,False,False,POINT_IN_TIME_VALID
DAY3,1535,2026-06-23,2026-06-26,2026-06-26,2026-06-26,49.75,True,False,False,POINT_IN_TIME_VALID
DAY3,3588,2026-06-24,2026-06-29,2026-06-29,2026-06-29,68.0,True,False,False,POINT_IN_TIME_VALID
DAY3,1216,2026-06-24,2026-06-29,2026-06-29,2026-06-29,75.7,True,False,False,POINT_IN_TIME_VALID
DAY3,1310,2026-06-24,2026-06-29,2026-06-29,2026-06-29,10.0,True,False,False,POINT_IN_TIME_VALID
DAY3,1236,2026-06-24,2026-06-29,2026-06-29,2026-06-29,25.8,True,False,False,POINT_IN_TIME_VALID
DAY3,6909,2026-06-24,2026-06-29,2026-06-29,2026-06-29,55.5,True,False,False,POINT_IN_TIME_VALID
DAY3,4169,2026-06-24,2026-06-29,2026-06-29,2026-06-29,209.0,True,False,False,POINT_IN_TIME_VALID
DAY3,2539,2026-06-24,2026-06-29,2026-06-29,2026-06-29,39.3,True,False,False,POINT_IN_TIME_VALID
DAY3,1315,2026-06-24,2026-06-29,2026-06-29,2026-06-29,62.1,True,False,False,POINT_IN_TIME_VALID
DAY3,1475,2026-06-24,2026-06-29,2026-06-29,2026-06-29,27.2,True,False,False,POINT_IN_TIME_VALID
DAY3,1449,2026-06-24,2026-06-29,2026-06-29,2026-06-29,14.45,True,False,False,POINT_IN_TIME_VALID
DAY3,7799,2026-06-24,2026-06-29,2026-06-29,2026-06-29,416.5,True,False,False,POINT_IN_TIME_VALID
DAY3,4119,2026-06-24,2026-06-29,2026-06-29,2026-06-29,44.25,True,False,False,POINT_IN_TIME_VALID
DAY3,4164,2026-06-24,2026-06-29,2026-06-29,2026-06-29,29.15,True,False,False,POINT_IN_TIME_VALID
DAY3,2910,2026-06-24,2026-06-29,2026-06-29,2026-06-29,23.0,True,False,False,POINT_IN_TIME_VALID
DAY3,6505,2026-06-24,2026-06-29,2026-06-29,2026-06-29,55.3,True,False,False,POINT_IN_TIME_VALID
DAY3,9944,2026-06-24,2026-06-29,2026-06-29,2026-06-29,17.55,True,False,False,POINT_IN_TIME_VALID
DAY3,1234,2026-06-24,2026-06-29,2026-06-29,2026-06-29,33.5,True,False,False,POINT_IN_TIME_VALID
DAY3,Plastics,2026-06-24,2026-06-29,2026-06-29,2026-06-29,276.94,True,False,False,POINT_IN_TIME_VALID
DAY3,2352,2026-06-24,2026-06-29,2026-06-29,2026-06-29,31.0,True,False,False,POINT_IN_TIME_VALID
DAY3,4306,2026-06-25,2026-06-30,2026-06-30,2026-06-30,15.9,True,False,False,POINT_IN_TIME_VALID
DAY3,1709,2026-06-25,2026-06-30,2026-06-30,2026-06-30,21.95,True,False,False,POINT_IN_TIME_VALID
DAY3,5880,2026-06-25,2026-06-30,2026-06-30,2026-06-30,24.85,True,False,False,POINT_IN_TIME_VALID
DAY3,8464,2026-06-25,2026-06-30,2026-06-30,2026-06-30,346.0,True,False,False,POINT_IN_TIME_VALID
DAY3,1776,2026-06-25,2026-06-30,2026-06-30,2026-06-30,20.45,True,False,False,POINT_IN_TIME_VALID
DAY3,1725,2026-06-25,2026-06-30,2026-06-30,2026-06-30,34.75,True,False,False,POINT_IN_TIME_VALID
DAY3,2458,2026-06-25,2026-06-30,2026-06-30,2026-06-30,189.0,True,False,False,POINT_IN_TIME_VALID
DAY3,2103,2026-06-25,2026-06-30,2026-06-30,2026-06-30,20.7,True,False,False,POINT_IN_TIME_VALID
DAY3,00674R,2026-06-25,2026-06-30,2026-06-30,2026-06-30,30.88,True,False,False,POINT_IN_TIME_VALID
DAY3,1313,2026-06-25,2026-06-30,2026-06-30,2026-06-30,12.45,True,False,False,POINT_IN_TIME_VALID
DAY3,3591,2026-06-25,2026-06-30,2026-06-30,2026-06-30,26.1,True,False,False,POINT_IN_TIME_VALID
DAY3,6582,2026-06-25,2026-06-30,2026-06-30,2026-06-30,33.0,True,False,False,POINT_IN_TIME_VALID
DAY3,2107,2026-06-25,2026-06-30,2026-06-30,2026-06-30,25.55,True,False,False,POINT_IN_TIME_VALID
DAY3,4414,2026-06-25,2026-06-30,2026-06-30,2026-06-30,8.49,True,False,False,POINT_IN_TIME_VALID
DAY3,2345,2026-07-01,2026-07-06,2026-07-06,2026-07-06,2645.0,True,False,False,POINT_IN_TIME_VALID
DAY3,9935,2026-07-01,2026-07-06,2026-07-06,2026-07-06,18.9,True,False,False,POINT_IN_TIME_VALID
DAY3,8466,2026-07-01,2026-07-06,2026-07-06,2026-07-06,17.3,True,False,False,POINT_IN_TIME_VALID
DAY3,2528,2026-07-01,2026-07-06,2026-07-06,2026-07-06,22.55,True,False,False,POINT_IN_TIME_VALID
DAY3,00938,2026-07-01,2026-07-06,2026-07-06,2026-07-06,24.63,True,False,False,POINT_IN_TIME_VALID
DAY3,00643,2026-07-01,2026-07-06,2026-07-06,2026-07-06,20.31,True,False,False,POINT_IN_TIME_VALID
DAY3,3605,2026-07-01,2026-07-06,2026-07-06,2026-07-06,87.7,True,False,False,POINT_IN_TIME_VALID
DAY3,2429,2026-07-01,2026-07-06,2026-07-06,2026-07-06,49.05,True,False,False,POINT_IN_TIME_VALID
DAY3,00728,2026-07-01,2026-07-06,2026-07-06,2026-07-06,65.9,True,False,False,POINT_IN_TIME_VALID
DAY3,2433,2026-07-01,2026-07-06,2026-07-06,2026-07-06,42.1,True,False,False,POINT_IN_TIME_VALID
