unit,feature,outcome,n,median,p25,p75,mean,effect_size_winner_vs_neutral,observed_winner_direction,dates_with_winner_neutral_comparison,direction_consistency_by_date,single_date_risk,discovery_p25,discovery_p75,winner_top_quartile_rate,winner_bottom_quartile_rate,neutral_top_quartile_rate,loser_top_quartile_rate
DAY0,market_excess_return_3d,NEUTRAL,134,1.0153811189204331,-0.7841067281145586,4.996783974708552,2.471085912000668,0.6963737339881759,HIGHER,6,0.6666666666666666,False,-0.493890616523629,5.018388159412113,0.4,0.13333333333333333,0.2537313432835821,0.631578947368421
DAY0,market_excess_return_3d,LOSER,19,6.274166581234941,0.4176005691491014,14.971013013844182,7.67080269647295,0.6963737339881759,HIGHER,6,0.6666666666666666,False,-0.493890616523629,5.018388159412113,0.4,0.13333333333333333,0.2537313432835821,0.631578947368421
DAY0,market_excess_return_5d,WINNER,15,2.6172010944719215,1.3783503790246732,14.510101592445645,8.319344374870335,0.8191644490682914,HIGHER,6,0.8333333333333334,False,0.21753178230261572,5.538477692357201,0.4,0.06666666666666667,0.23134328358208955,0.631578947368421
DAY0,market_excess_return_5d,NEUTRAL,134,1.4512792118597684,-0.14556620461599334,4.566846129977392,3.105492825897575,0.8191644490682914,HIGHER,6,0.8333333333333334,False,0.21753178230261572,5.538477692357201,0.4,0.06666666666666667,0.23134328358208955,0.631578947368421
DAY0,market_excess_return_5d,LOSER,19,9.13063170749906,3.083364219979457,18.854609203680305,12.496132956622887,0.8191644490682914,HIGHER,6,0.8333333333333334,False,0.21753178230261572,5.538477692357201,0.4,0.06666666666666667,0.23134328358208955,0.631578947368421
DAY0,sector_excess_return_1d,WINNER,14,2.1121615178554265,0.018915075760445044,7.6567053330990795,3.192648148454292,0.15704500399553006,HIGHER,5,0.6,False,0.0852840400667243,6.6023333108110265,0.26666666666666666,0.3333333333333333,0.08208955223880597,0.3157894736842105
DAY0,sector_excess_return_1d,NEUTRAL,60,1.3613393515280126,0.0,5.1439390280478445,2.587314402108143,0.15704500399553006,HIGHER,5,0.6,False,0.0852840400667243,6.6023333108110265,0.26666666666666666,0.3333333333333333,0.08208955223880597,0.3157894736842105
DAY0,sector_excess_return_1d,LOSER,18,3.1067234088370754,0.2655067515383913,7.738998684331965,4.115030766639944,0.15704500399553006,HIGHER,5,0.6,False,0.0852840400667243,6.6023333108110265,0.26666666666666666,0.3333333333333333,0.08208955223880597,0.3157894736842105
DAY0,sector_excess_return_3d,WINNER,14,2.515751575157521,0.4958122590663222,12.478843820718907,7.324182988757202,0.3452237102397942,LOWER,5,0.2,False,1.8968744700557094,11.436749982874415,0.26666666666666666,0.3333333333333333,0.06716417910447761,0.3684210526315789
DAY0,sector_excess_return_3d,NEUTRAL,60,2.543749823461555,0.30636004680811013,6.460957576093487,4.680475111745755,0.3452237102397942,LOWER,5,0.2,False,1.8968744700557094,11.436749982874415,0.26666666666666666,0.3333333333333333,0.06716417910447761,0.3684210526315789
DAY0,sector_excess_return_3d,LOSER,18,9.089202973819148,1.1040124392119184,16.553437185415433,9.325545674478265,0.3452237102397942,LOWER,5,0.2,False,1.8968744700557094,11.436749982874415,0.26666666666666666,0.3333333333333333,0.06716417910447761,0.3684210526315789
DAY0,sector_excess_return_5d,WINNER,14,6.694720443696462,1.8459096766399605,15.021001118112526,9.444276839647376,0.42662404343367244,HIGHER,5,0.4,False,4.175770900483836,12.647919509691018,0.26666666666666666,0.3333333333333333,0.07462686567164178,0.42105263157894735
DAY0,sector_excess_return_5d,NEUTRAL,60,3.832441455370861,0.686373182935289,9.884110662867343,6.110793211476757,0.42662404343367244,HIGHER,5,0.4,False,4.175770900483836,12.647919509691018,0.26666666666666666,0.3333333333333333,0.07462686567164178,0.42105263157894735
DAY0,sector_excess_return_5d,LOSER,18,10.415018968513511,5.299338050348062,21.163205564016213,14.358004686985005,0.42662404343367244,HIGHER,5,0.4,False,4.175770900483836,12.647919509691018,0.26666666666666666,0.3333333333333333,0.07462686567164178,0.42105263157894735
DAY0,institution_buy_days_3d,WINNER,15,2.0,1.5,2.5,1.9333333333333333,-0.6367731809068812,HIGHER,6,0.3333333333333333,False,2.0,3.0,0.26666666666666666,0.7333333333333333,0.48507462686567165,0.3684210526315789
DAY0,institution_buy_days_3d,NEUTRAL,134,2.0,2.0,3.0,2.3805970149253732,-0.6367731809068812,HIGHER,6,0.3333333333333333,False,2.0,3.0,0.26666666666666666,0.7333333333333333,0.48507462686567165,0.3684210526315789
