stock_id,stock_name,episode_start_date,cohort_source,dataset,production_market_regime,market_path_state,branch_r_eligible,branch_exclusion_state,momentum_rank,down_survival_ratio,down_survival_ratio_top120_percentile,entry_close,maturity_status,branch_maturity_status,episode_outcome,decision_date,feature_as_of_date,max_source_date,point_in_time_valid
00700,富邦恒生國企,2026-07-22,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,51.0,1.0,89.16666666666667,17.16,PENDING_DAY10,PENDING_DAY10,,2026-07-22,2026-07-22,2026-07-22,True
00702,國泰標普低波高息,2026-07-22,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,97.0,0.8,59.166666666666664,24.85,PENDING_DAY10,PENDING_DAY10,,2026-07-22,2026-07-22,2026-07-22,True
00709,富邦歐洲,2026-07-22,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,42.0,1.0,89.16666666666667,40.98,PENDING_DAY10,PENDING_DAY10,,2026-07-22,2026-07-22,2026-07-22,True
00710B,復華彭博非投等債,2026-07-22,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,114.0,1.0,89.16666666666667,19.31,PENDING_DAY10,PENDING_DAY10,,2026-07-22,2026-07-22,2026-07-22,True
00752,中信中國50,2026-07-22,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,106.0,1.0,89.16666666666667,23.04,PENDING_DAY10,PENDING_DAY10,,2026-07-22,2026-07-22,2026-07-22,True
00763U,期街口道瓊銅,2026-07-22,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,54.0,0.8,59.166666666666664,34.74,PENDING_DAY10,PENDING_DAY10,,2026-07-22,2026-07-22,2026-07-22,True
00917,中信特選金融,2026-07-22,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,49.0,0.8,59.166666666666664,23.67,PENDING_DAY10,PENDING_DAY10,,2026-07-22,2026-07-22,2026-07-22,True
00924,復華S&P500成長,2026-07-22,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,84.0,1.0,89.16666666666667,32.79,PENDING_DAY10,PENDING_DAY10,,2026-07-22,2026-07-22,2026-07-22,True
00926,凱基全球菁英55,2026-07-22,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,70.0,1.0,89.16666666666667,25.72,PENDING_DAY10,PENDING_DAY10,,2026-07-22,2026-07-22,2026-07-22,True
00945B,凱基美國非投等債,2026-07-22,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,88.0,0.8,59.166666666666664,14.68,PENDING_DAY10,PENDING_DAY10,,2026-07-22,2026-07-22,2026-07-22,True
00953B,群益優選非投等債,2026-07-22,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,93.0,1.0,89.16666666666667,9.82,PENDING_DAY10,PENDING_DAY10,,2026-07-22,2026-07-22,2026-07-22,True
00956,中信日經高股息,2026-07-22,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,90.0,0.8,59.166666666666664,12.68,PENDING_DAY10,PENDING_DAY10,,2026-07-22,2026-07-22,2026-07-22,True
00960,野村全球航運龍頭,2026-07-22,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,28.0,0.6,29.166666666666668,18.4,PENDING_DAY10,PENDING_DAY10,,2026-07-22,2026-07-22,2026-07-22,True
00961,FT臺灣永續高息,2026-07-22,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,117.0,0.8,59.166666666666664,12.69,PENDING_DAY10,PENDING_DAY10,,2026-07-22,2026-07-22,2026-07-22,True
00972,野村日本動能高息,2026-07-22,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,82.0,0.8,59.166666666666664,20.73,PENDING_DAY10,PENDING_DAY10,,2026-07-22,2026-07-22,2026-07-22,True
009810,玉山全球藍籌100,2026-07-22,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,91.0,1.0,89.16666666666667,20.93,PENDING_DAY10,PENDING_DAY10,,2026-07-22,2026-07-22,2026-07-22,True
009811,統一美國50,2026-07-22,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,112.0,1.0,89.16666666666667,13.18,PENDING_DAY10,PENDING_DAY10,,2026-07-22,2026-07-22,2026-07-22,True
009813,貝萊德標普卓越50,2026-07-22,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,116.0,1.0,89.16666666666667,11.25,PENDING_DAY10,PENDING_DAY10,,2026-07-22,2026-07-22,2026-07-22,True
009817,國泰日本不動產,2026-07-22,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,85.0,0.8,59.166666666666664,9.21,PENDING_DAY10,PENDING_DAY10,,2026-07-22,2026-07-22,2026-07-22,True
1463,強盛新,2026-07-22,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,66.0,0.8,59.166666666666664,17.95,PENDING_DAY10,PENDING_DAY10,,2026-07-22,2026-07-22,2026-07-22,True
3665,貿聯-KY,2026-07-22,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,119.0,0.4,11.25,2115.0,PENDING_DAY10,PENDING_DAY10,,2026-07-22,2026-07-22,2026-07-22,True
3669,圓展,2026-07-22,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,63.0,0.4,11.25,36.4,PENDING_DAY10,PENDING_DAY10,,2026-07-22,2026-07-22,2026-07-22,True
00640L,富邦日本正2,2026-07-23,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,97.0,0.4,14.583333333333334,106.5,PENDING_DAY10,PENDING_DAY10,,2026-07-23,2026-07-23,2026-07-23,True
00650L,復華香港正2,2026-07-23,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,92.0,0.8,64.16666666666667,17.01,PENDING_DAY10,PENDING_DAY10,,2026-07-23,2026-07-23,2026-07-23,True
00882,中信中國高股息,2026-07-23,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,108.0,0.8,64.16666666666667,15.13,PENDING_DAY10,PENDING_DAY10,,2026-07-23,2026-07-23,2026-07-23,True
1325,恆大,2026-07-23,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,99.0,1.0,90.83333333333331,28.25,PENDING_DAY10,PENDING_DAY10,,2026-07-23,2026-07-23,2026-07-23,True
1418,東華,2026-07-23,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,35.0,0.8,64.16666666666667,19.25,PENDING_DAY10,PENDING_DAY10,,2026-07-23,2026-07-23,2026-07-23,True
6504,南六,2026-07-23,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,69.0,0.8,64.16666666666667,38.4,PENDING_DAY10,PENDING_DAY10,,2026-07-23,2026-07-23,2026-07-23,True
8271,宇瞻,2026-07-23,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,65.0,0.6,35.0,210.0,PENDING_DAY10,PENDING_DAY10,,2026-07-23,2026-07-23,2026-07-23,True
00681R,元大美債20反1,2026-07-24,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,117.0,0.4,15.833333333333332,21.72,PENDING_DAY10,PENDING_DAY10,,2026-07-24,2026-07-24,2026-07-24,True
2002,中鋼,2026-07-24,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,65.0,0.8,64.58333333333334,19.15,PENDING_DAY10,PENDING_DAY10,,2026-07-24,2026-07-24,2026-07-24,True
2385,群光,2026-07-24,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,104.0,1.0,91.25,106.5,PENDING_DAY10,PENDING_DAY10,,2026-07-24,2026-07-24,2026-07-24,True
2605,新興,2026-07-24,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,73.0,0.4,15.833333333333332,32.3,PENDING_DAY10,PENDING_DAY10,,2026-07-24,2026-07-24,2026-07-24,True
2609,陽明,2026-07-24,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,112.0,0.8,64.58333333333334,51.5,PENDING_DAY10,PENDING_DAY10,,2026-07-24,2026-07-24,2026-07-24,True
2616,山隆,2026-07-24,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,102.0,1.0,91.25,13.9,PENDING_DAY10,PENDING_DAY10,,2026-07-24,2026-07-24,2026-07-24,True
2701,萬企,2026-07-24,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,111.0,1.0,91.25,10.8,PENDING_DAY10,PENDING_DAY10,,2026-07-24,2026-07-24,2026-07-24,True
2712,遠雄來,2026-07-24,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,86.0,0.8,64.58333333333334,15.0,PENDING_DAY10,PENDING_DAY10,,2026-07-24,2026-07-24,2026-07-24,True
7765,中華資安,2026-07-24,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,95.0,1.0,91.25,227.0,PENDING_DAY10,PENDING_DAY10,,2026-07-24,2026-07-24,2026-07-24,True
9919,康那香,2026-07-24,EXISTING_PENDING,C,RISK_OFF,RISK_OFF,True,ELIGIBLE_WEAK_MARKET,100.0,0.6,36.666666666666664,14.3,PENDING_DAY10,PENDING_DAY10,,2026-07-24,2026-07-24,2026-07-24,True
