stock_id,episode_start_date,dataset,entry_close,path_outcome,winner_hit_date,loser_hit_date,day10_outcome,future_return_10d
00712,2026-06-29,A,8.77,NO_BARRIER_HIT,,,NEUTRAL,0.3420752565564511
1229,2026-06-29,A,42.7,HIT_LOSER_FIRST,,2026-07-08,LOSER,-6.323185011709609
1435,2026-06-29,A,24.9,HIT_WINNER_FIRST,2026-07-01,,NEUTRAL,6.626506024096401
1626,2026-06-29,A,10.8,HIT_WINNER_FIRST,2026-07-01,,LOSER,-6.018518518518523
1736,2026-06-29,A,129.5,NO_BARRIER_HIT,,,NEUTRAL,-0.7722007722007707
2236,2026-06-29,A,147.0,HIT_WINNER_FIRST,2026-07-02,,WINNER,14.28571428571428
2380,2026-06-29,A,21.5,HIT_LOSER_FIRST,,2026-06-30,LOSER,-12.325581395348827
2630,2026-06-29,A,44.45,HIT_WINNER_FIRST,2026-07-01,,WINNER,40.15748031496062
4560,2026-06-29,A,32.75,NO_BARRIER_HIT,,,NEUTRAL,2.2900763358778553
6491,2026-06-29,A,331.0,HIT_WINNER_FIRST,2026-07-03,,NEUTRAL,8.006042296072513
7803,2026-06-29,A,23.3,NO_BARRIER_HIT,,,NEUTRAL,-3.433476394849788
9905,2026-06-29,A,21.25,NO_BARRIER_HIT,,,NEUTRAL,-3.294117647058825
0061,2026-06-30,A,25.64,NO_BARRIER_HIT,,,NEUTRAL,-1.2090483619344838
006205,2026-06-30,A,41.92,NO_BARRIER_HIT,,,NEUTRAL,-0.978053435114512
006206,2026-06-30,A,37.91,NO_BARRIER_HIT,,,NEUTRAL,2.558691638090238
006207,2026-06-30,A,34.39,NO_BARRIER_HIT,,,NEUTRAL,-1.7446932247746516
00648R,2026-06-30,A,4.04,NO_BARRIER_HIT,,,NEUTRAL,-0.990099009900991
00651R,2026-06-30,A,5.84,HIT_LOSER_FIRST,,2026-07-08,LOSER,-7.8767123287671215
00652,2026-06-30,A,33.02,NO_BARRIER_HIT,,,NEUTRAL,0.8479709267110724
00666R,2026-06-30,A,10.28,HIT_LOSER_FIRST,,2026-07-08,LOSER,-8.463035019455244
00678,2026-06-30,A,40.37,NO_BARRIER_HIT,,,NEUTRAL,-0.29725043349020375
00680L,2026-06-30,A,7.22,HIT_LOSER_FIRST,,2026-07-08,LOSER,-7.0637119113573394
00688L,2026-06-30,A,7.17,HIT_LOSER_FIRST,,2026-07-13,LOSER,-6.8340306834030695
00714,2026-06-30,A,22.2,NO_BARRIER_HIT,,,NEUTRAL,0.0
00739,2026-06-30,A,29.76,NO_BARRIER_HIT,,,NEUTRAL,-2.1841397849462485
00783,2026-06-30,A,31.81,HIT_LOSER_FIRST,,2026-07-09,LOSER,-6.727444199937116
00865B,2026-06-30,A,48.52,NO_BARRIER_HIT,,,NEUTRAL,1.0923330585325575
00875,2026-06-30,A,50.35,NO_BARRIER_HIT,,,NEUTRAL,8.83813306852035
00897,2026-06-30,A,11.31,HIT_LOSER_FIRST,,2026-07-13,NEUTRAL,-1.5030946065428763
009805,2026-06-30,A,17.05,NO_BARRIER_HIT,,,NEUTRAL,-2.697947214076246
00983D,2026-06-30,A,10.22,NO_BARRIER_HIT,,,NEUTRAL,-0.6849315068493178
3413,2026-06-30,A,330.5,NO_BARRIER_HIT,,,NEUTRAL,5.295007564296528
4155,2026-06-30,A,15.05,NO_BARRIER_HIT,,,NEUTRAL,7.308970099667755
4934,2026-06-30,A,18.4,HIT_LOSER_FIRST,,2026-07-07,LOSER,-8.695652173913038
00643,2026-07-01,A,20.84,HIT_LOSER_FIRST,,2026-07-13,NEUTRAL,-4.270633397312862
00728,2026-07-01,A,66.05,HIT_LOSER_FIRST,,2026-07-14,NEUTRAL,-2.4981074943224657
00938,2026-07-01,A,24.39,NO_BARRIER_HIT,,,NEUTRAL,1.0660106601065866
2345,2026-07-01,A,2660.0,HIT_LOSER_FIRST,,2026-07-07,LOSER,-12.781954887218049
2429,2026-07-01,A,48.0,HIT_LOSER_FIRST,,2026-07-02,NEUTRAL,-1.5625
2433,2026-07-01,A,44.8,HIT_LOSER_FIRST,,2026-07-02,LOSER,-6.249999999999989
2528,2026-07-01,A,22.4,NO_BARRIER_HIT,,,NEUTRAL,-0.6696428571428492
3605,2026-07-01,A,85.6,HIT_WINNER_FIRST,2026-07-09,,NEUTRAL,-0.8177570093457764
8466,2026-07-01,A,17.5,HIT_LOSER_FIRST,,2026-07-14,NEUTRAL,1.4285714285714235
9935,2026-07-01,A,19.7,HIT_LOSER_FIRST,,2026-07-08,NEUTRAL,-4.822335025380708
00981A,2026-07-02,B,32.05,HIT_LOSER_FIRST,,2026-07-07,LOSER,-17.535101404056153
1417,2026-07-02,B,9.25,HIT_LOSER_FIRST,,2026-07-14,NEUTRAL,-5.621621621621619
1445,2026-07-02,B,12.35,HIT_LOSER_FIRST,,2026-07-08,LOSER,-8.097165991902832
1466,2026-07-02,B,17.85,HIT_WINNER_FIRST,2026-07-07,,NEUTRAL,-4.201680672268903
1467,2026-07-02,B,8.83,HIT_WINNER_FIRST,2026-07-06,,NEUTRAL,-1.4722536806342057
1474,2026-07-02,B,10.35,HIT_WINNER_FIRST,2026-07-06,,NEUTRAL,0.9661835748792313
1712,2026-07-02,B,40.25,NO_BARRIER_HIT,,,NEUTRAL,-1.8633540372670843
2109,2026-07-02,B,14.7,NO_BARRIER_HIT,,,NEUTRAL,-0.6802721088435382
2351,2026-07-02,B,213.0,HIT_LOSER_FIRST,,2026-07-08,LOSER,-19.01408450704225
2467,2026-07-02,B,658.0,HIT_LOSER_FIRST,,2026-07-03,LOSER,-15.197568389057746
2476,2026-07-02,B,134.0,HIT_LOSER_FIRST,,2026-07-13,LOSER,-11.567164179104472
3443,2026-07-02,B,5330.0,HIT_LOSER_FIRST,,2026-07-06,LOSER,-28.04878048780488
3661,2026-07-02,B,4895.0,HIT_LOSER_FIRST,,2026-07-06,LOSER,-28.9070480081716
4572,2026-07-02,B,148.0,NO_BARRIER_HIT,,,NEUTRAL,-2.0270270270270285
4771,2026-07-02,B,201.5,NO_BARRIER_HIT,,,NEUTRAL,-2.977667493796521
6515,2026-07-02,B,9310.0,HIT_LOSER_FIRST,,2026-07-07,LOSER,-34.962406015037594
6525,2026-07-02,B,166.5,HIT_WINNER_FIRST,2026-07-06,,NEUTRAL,3.603603603603611
6753,2026-07-02,B,140.0,HIT_WINNER_FIRST,2026-07-06,,NEUTRAL,-0.7142857142857117
1217,2026-07-03,B,10.15,NO_BARRIER_HIT,,,NEUTRAL,-1.9704433497537033
1304,2026-07-03,B,15.5,HIT_LOSER_FIRST,,2026-07-06,LOSER,-16.451612903225808
1321,2026-07-03,B,31.9,NO_BARRIER_HIT,,,NEUTRAL,0.31347962382446415
1452,2026-07-03,B,11.95,NO_BARRIER_HIT,,,NEUTRAL,-3.765690376569031
1464,2026-07-03,B,11.0,NO_BARRIER_HIT,,,NEUTRAL,-5.000000000000004
1702,2026-07-03,B,32.55,NO_BARRIER_HIT,,,NEUTRAL,4.147465437788034
