evaluation_date,cluster,durability_strength_streak,durability_market_down_day_survival,durability_sector_above_ma5_change,durability_sector_above_ma10_change,durability_new_high_persistence,durability_institution_breadth_persistence,durability_leader_continuation,durability_second_third_leader_confirmation,durability_strength_change_1d,durability_strength_change_3d,durability_leader_breadth_divergence,durability_positive_evidence_count,durability_divergence_fail,pocket_durability,pocket_quadrant,durability_threshold_source,durability_thresholds
2026-06-26,AGRI_TECH,0,100.0,0.0,0.0,0.0,33.333333333333336,0.3333333333333333,0.0,1.9160450917660556,2.5168764861605855,-1.8030513176144236,7,True,FRAGILE,Q2_ACTIVE_FRAGILE,Dataset A distribution; outcome-blind,"{""durability_strength_streak"": 0.0, ""durability_market_down_day_survival"": 80.0, ""durability_sector_above_ma5_change"": 0.0, ""durability_sector_above_ma10_change"": 0.0, ""durability_new_high_persistence"": 1.6666666666666667, ""durability_institution_breadth_persistence"": 47.03368526897938, ""durability_leader_continuation"": 1.0, ""durability_second_third_leader_confirmation"": 0.0, ""durability_strength_change_1d"": -0.854774226075175, ""durability_strength_change_3d"": -0.6241085725162767, ""leader_breadth_divergence_max"": -245.99682232660953}"
2026-06-29,AGRI_TECH,0,100.0,25.0,25.0,0.0,33.333333333333336,0.0,0.0,2.6419003457918917,2.0352423217492026,-1000.2777777777778,7,False,DURABLE,Q1_ACTIVE_DURABLE,Dataset A distribution; outcome-blind,"{""durability_strength_streak"": 0.0, ""durability_market_down_day_survival"": 80.0, ""durability_sector_above_ma5_change"": 0.0, ""durability_sector_above_ma10_change"": 0.0, ""durability_new_high_persistence"": 1.6666666666666667, ""durability_institution_breadth_persistence"": 47.03368526897938, ""durability_leader_continuation"": 1.0, ""durability_second_third_leader_confirmation"": 0.0, ""durability_strength_change_1d"": -0.854774226075175, ""durability_strength_change_3d"": -0.6241085725162767, ""leader_breadth_divergence_max"": -245.99682232660953}"
2026-06-30,AGRI_TECH,0,100.0,50.0,0.0,0.0,41.666666666666664,0.3333333333333333,0.0,-1.8236030431018841,2.734342394456063,-749.5398773006135,6,False,DURABLE,Q1_ACTIVE_DURABLE,Dataset A distribution; outcome-blind,"{""durability_strength_streak"": 0.0, ""durability_market_down_day_survival"": 80.0, ""durability_sector_above_ma5_change"": 0.0, ""durability_sector_above_ma10_change"": 0.0, ""durability_new_high_persistence"": 1.6666666666666667, ""durability_institution_breadth_persistence"": 47.03368526897938, ""durability_leader_continuation"": 1.0, ""durability_second_third_leader_confirmation"": 0.0, ""durability_strength_change_1d"": -0.854774226075175, ""durability_strength_change_3d"": -0.6241085725162767, ""leader_breadth_divergence_max"": -245.99682232660953}"
2026-07-01,AGRI_TECH,0,100.0,0.0,0.0,0.0,41.666666666666664,0.3333333333333333,0.0,-3.5993031801587527,-2.781005877468745,0.0,5,True,FRAGILE,Q4_INACTIVE,Dataset A distribution; outcome-blind,"{""durability_strength_streak"": 0.0, ""durability_market_down_day_survival"": 80.0, ""durability_sector_above_ma5_change"": 0.0, ""durability_sector_above_ma10_change"": 0.0, ""durability_new_high_persistence"": 1.6666666666666667, ""durability_institution_breadth_persistence"": 47.03368526897938, ""durability_leader_continuation"": 1.0, ""durability_second_third_leader_confirmation"": 0.0, ""durability_strength_change_1d"": -0.854774226075175, ""durability_strength_change_3d"": -0.6241085725162767, ""leader_breadth_divergence_max"": -245.99682232660953}"
2026-07-02,AGRI_TECH,0,100.0,25.0,0.0,0.0,50.0,0.6666666666666666,0.0,4.335904455491912,-1.0870017677687245,-749.5798319327731,7,False,DURABLE,Q1_ACTIVE_DURABLE,Dataset A distribution; outcome-blind,"{""durability_strength_streak"": 0.0, ""durability_market_down_day_survival"": 80.0, ""durability_sector_above_ma5_change"": 0.0, ""durability_sector_above_ma10_change"": 0.0, ""durability_new_high_persistence"": 1.6666666666666667, ""durability_institution_breadth_persistence"": 47.03368526897938, ""durability_leader_continuation"": 1.0, ""durability_second_third_leader_confirmation"": 0.0, ""durability_strength_change_1d"": -0.854774226075175, ""durability_strength_change_3d"": -0.6241085725162767, ""leader_breadth_divergence_max"": -245.99682232660953}"
2026-07-03,AGRI_TECH,0,100.0,-25.0,0.0,0.0,58.333333333333336,0.6666666666666666,0.0,-1.9308183617840147,-1.194217086450855,-491.1070780399274,5,False,FRAGILE,Q2_ACTIVE_FRAGILE,Dataset A distribution; outcome-blind,"{""durability_strength_streak"": 0.0, ""durability_market_down_day_survival"": 80.0, ""durability_sector_above_ma5_change"": 0.0, ""durability_sector_above_ma10_change"": 0.0, ""durability_new_high_persistence"": 1.6666666666666667, ""durability_institution_breadth_persistence"": 47.03368526897938, ""durability_leader_continuation"": 1.0, ""durability_second_third_leader_confirmation"": 0.0, ""durability_strength_change_1d"": -0.854774226075175, ""durability_strength_change_3d"": -0.6241085725162767, ""leader_breadth_divergence_max"": -245.99682232660953}"
2026-07-06,AGRI_TECH,0,100.0,0.0,50.0,0.0,75.0,1.0,0.0,1.5847746051096845,3.989860698817582,-990.9734513274336,9,False,DURABLE,Q1_ACTIVE_DURABLE,Dataset A distribution; outcome-blind,"{""durability_strength_streak"": 0.0, ""durability_market_down_day_survival"": 80.0, ""durability_sector_above_ma5_change"": 0.0, ""durability_sector_above_ma10_change"": 0.0, ""durability_new_high_persistence"": 1.6666666666666667, ""durability_institution_breadth_persistence"": 47.03368526897938, ""durability_leader_continuation"": 1.0, ""durability_second_third_leader_confirmation"": 0.0, ""durability_strength_change_1d"": -0.854774226075175, ""durability_strength_change_3d"": -0.6241085725162767, ""leader_breadth_divergence_max"": -245.99682232660953}"
2026-07-07,AGRI_TECH,0,100.0,-25.0,-25.0,0.0,58.333333333333336,1.0,0.0,2.3632855823642105,2.0172418256898803,-247.03153988868274,7,False,DURABLE,Q1_ACTIVE_DURABLE,Dataset A distribution; outcome-blind,"{""durability_strength_streak"": 0.0, ""durability_market_down_day_survival"": 80.0, ""durability_sector_above_ma5_change"": 0.0, ""durability_sector_above_ma10_change"": 0.0, ""durability_new_high_persistence"": 1.6666666666666667, ""durability_institution_breadth_persistence"": 47.03368526897938, ""durability_leader_continuation"": 1.0, ""durability_second_third_leader_confirmation"": 0.0, ""durability_strength_change_1d"": -0.854774226075175, ""durability_strength_change_3d"": -0.6241085725162767, ""leader_breadth_divergence_max"": -245.99682232660953}"
2026-07-08,AGRI_TECH,0,100.0,25.0,25.0,0.0,50.0,1.0,0.0,3.9083086769999884,7.856368864473884,-245.01661129568106,9,True,FRAGILE,Q2_ACTIVE_FRAGILE,Dataset A distribution; outcome-blind,"{""durability_strength_streak"": 0.0, ""durability_market_down_day_survival"": 80.0, ""durability_sector_above_ma5_change"": 0.0, ""durability_sector_above_ma10_change"": 0.0, ""durability_new_high_persistence"": 1.6666666666666667, ""durability_institution_breadth_persistence"": 47.03368526897938, ""durability_leader_continuation"": 1.0, ""durability_second_third_leader_confirmation"": 0.0, ""durability_strength_change_1d"": -0.854774226075175, ""durability_strength_change_3d"": -0.6241085725162767, ""leader_breadth_divergence_max"": -245.99682232660953}"
2026-07-09,AGRI_TECH,0,100.0,-25.0,-25.0,0.0,41.666666666666664,1.0,0.0,-0.28931492972469286,5.982279329639507,-739.2915980230642,6,False,DURABLE,Q1_ACTIVE_DURABLE,Dataset A distribution; outcome-blind,"{""durability_strength_streak"": 0.0, ""durability_market_down_day_survival"": 80.0, ""durability_sector_above_ma5_change"": 0.0, ""durability_sector_above_ma10_change"": 0.0, ""durability_new_high_persistence"": 1.6666666666666667, ""durability_institution_breadth_persistence"": 47.03368526897938, ""durability_leader_continuation"": 1.0, ""durability_second_third_leader_confirmation"": 0.0, ""durability_strength_change_1d"": -0.854774226075175, ""durability_strength_change_3d"": -0.6241085725162767, ""leader_breadth_divergence_max"": -245.99682232660953}"
